CpG,Weight
cg18392482,0.7708676797922347
cg13258700,-11.372892611155043
cg24116886,6.308956905053736
cg08624249,17.467609161556993
cg16648841,6.3836445309031244
cg21006686,-1.746554257485718
cg18809289,2.233120672870578
cg13654195,-1.6150476287318956
cg19859270,12.721104051168053
cg19108718,-1.9159286220724714
cg22194129,-3.978952464302452
cg00515905,3.487730223041185
cg03565081,-14.444410618399528
cg05294243,-10.561087115420973
cg21395782,7.284216499253317
cg24110063,-2.8081004055313143
cg18328933,-21.749566867886358
cg13718960,5.404477831685431
cg22068211,2.7711890435043958
cg15262928,-0.3446311099330917
cg16466334,8.077846723888817
cg03167275,-1.0618139720591702
cg10922280,1.1040346513246613
cg26372517,-2.548003331651936
cg25771195,-6.274147488976121
cg04802221,-3.476038213099252
cg09529667,15.12120041136364
cg06044899,-0.17420045462256506
cg14727952,0.2346548189123669
cg19305227,4.241388459036947
cg01261503,-2.7490450180633457
cg20822990,3.534826583384519
cg15705999,3.080925384026992
cg03724882,4.833325651310671
cg08030082,4.129229886212031
cg04333463,1.6667728070457777
cg06975499,-2.0039176918297583
cg04416752,4.945981755833117
cg12864235,-1.6157415463040148
cg09722555,5.517307500884262
cg17923358,8.429952431900785
cg21081971,-4.6538354642528885
cg20052760,10.638637856108524
cg25713185,-3.3766894649631696
cg20503329,-6.84828782650191
cg22968401,8.386533126292761
cg21460081,-21.509923425784866
cg26357744,6.034845997313262
cg26898166,1.0239410302049505
cg01946401,3.4877317931993113
cg01975858,-5.424894493862229
cg12743894,-2.6773343120917255
cg14916213,3.3121633685723153
cg17726022,-0.43549081376562093
cg00412772,6.588123642808941
cg15512851,7.580456310242287
cg13843773,-2.014084851996414
cg16241714,-2.3211883628528276
cg05473871,12.39861916849739
cg14175438,-8.267254940614265
cg18693704,-6.190032474966161
cg27202708,-0.1674952170431024
cg24888989,-8.97114752660662
cg09045681,-2.6690687997896303
cg15856055,1.2627978646899247
cg21572722,-5.224105043511362
cg08475827,1.697894105968379
cg00083937,-1.0661909561604577
cg23278885,0.4403806108406951
cg08424423,4.104183604092373
cg12351433,-0.43558795936818906
cg01211097,-9.52010434393734
cg16867657,18.197131887368123
cg03535648,-0.27010205783858177
cg12559031,-0.5884129191620119
cg12281657,-9.036087856918158
cg09892203,2.449896635532937
cg27440834,-11.06731010325576
cg26043391,0.9437425405208398
cg12830694,-8.827455354472391
cg22179082,2.5436376951718973
cg23213217,6.373965156651286
cg25552492,3.175896220710501
cg14258236,-2.049536794343717
cg20576510,1.9437316739659039
cg10376763,7.4182509938478765
cg27169020,-1.9432202530711231
cg22484793,-9.029146873038249
cg25153340,-4.477015116399552
cg17605084,3.1182061674879367
cg25251635,-5.641722415649593
cg06513075,4.142613288238424
cg14329157,0.0
cg01644850,11.294769224444419
cg20761322,3.657464670368504
cg05851163,-3.4998221223859662
cg06637774,7.387918667348337
cg14105047,1.5484587042070643
cg21649520,-15.3277552630984
cg22613010,5.743807042292062
cg27514224,27.630158722725746
cg21712685,-0.27522191297259835
cg06921282,10.070595536234121
cg10345936,-6.272091489357306
cg12941369,4.266737374120853
cg07850604,6.230265588469061
cg25954162,2.0490394139305903
cg03112869,-4.067087526974318
cg20999813,0.9299003844867721
cg17133388,1.5045790852718195
cg19028160,-1.3145643291100746
cg04480914,-2.315601174719512
cg10917602,-2.779057817304181
cg22449114,1.2499966267215417
cg26862286,1.1641782276459547
cg14642338,1.9999449009859784
cg01626227,-3.634635298899432
cg10578779,-2.3775779617254833
cg06648759,8.90898377739464
cg01128603,6.687278926316492
cg05759269,2.817161265944413
cg25092328,8.691619305249347
cg19378133,1.7572925363222924
cg17803430,2.218183875014841
